752537,1287.51,351.94,6.142511769,11.31,0.1973967384,-4.62,-0.08063421144,0.41,0.14,5.33,-0.97,-3.86,-15.74,74.84,86.22,581.83,0
752571,1310.88,351.94,6.142511769,11.31,0.1973967384,-4.62,-0.08063421144,0.41,0.14,5.33,-1.07,-3.55,-15.68,74.84,86.22,581.83,0
752593,1322.54,351.94,6.142511769,11.31,0.1973967384,-4.62,-0.08063421144,0.41,0.14,5.33,-1.08,-3.67,-15.7,74.84,86.22,581.83,0
752615,1334.2,351.94,6.142511769,11.31,0.1973967384,-4.62,-0.08063421144,0.41,0.14,5.33,-1.03,-3.56,-15.73,74.84,86.22,581.83,0
752675,1380.68,322.12,5.622054587,12.19,0.2127556358,-0.62,-0.01082104136,0.42,0.04,5.35,-1.13,-3.52,-15.75,77.93,82.07,583.46,0
752733,1415.37,322.12,5.622054587,12.19,0.2127556358,-0.62,-0.01082104136,0.42,0.04,5.35,-1.07,-2.53,-15.63,77.93,82.07,583.46,0
752756,1415.37,292.44,5.104040865,11.06,0.1930334153,3.38,0.05899212872,0.4,0.03,5.27,-1.32,-1.76,-15.45,80.81,57.89,587.36,0
752789,1438.44,292.44,5.104040865,11.06,0.1930334153,3.38,0.05899212872,0.4,0.03,5.27,-1.37,-1.09,-15.44,80.81,57.89,587.36,0
752812,1449.97,292.44,5.104040865,11.06,0.1930334153,3.38,0.05899212872,0.4,0.03,5.27,-1.34,-1.06,-15.44,80.81,57.89,587.36,0
752834,1461.46,263.25,4.594579256,7.94,0.1385791426,6,0.1047197551,0.41,0.11,5.22,-1.24,-1.08,-15.42,82.13,47.66,588.31,0
752856,1472.96,263.25,4.594579256,7.94,0.1385791426,6,0.1047197551,0.41,0.11,5.22,-1.04,-0.85,-15.41,82.13,47.66,588.31,0
752889,1495.86,263.25,4.594579256,7.94,0.1385791426,6,0.1047197551,0.41,0.11,5.22,-0.86,-1.27,-15.35,82.13,47.66,588.31,0
752912,1507.29,263.25,4.594579256,7.94,0.1385791426,6,0.1047197551,0.41,0.11,5.22,-0.71,-1.58,-15.3,82.13,47.66,588.31,0
752934,1518.71,234.25,4.088433773,4.06,0.07086036763,6.69,0.116762527,0.4,0.08,5.19,-0.76,-1.7,-15.26,76.3,57,592.61,0
752956,1530.1,234.25,4.088433773,4.06,0.07086036763,6.69,0.116762527,0.4,0.08,5.19,-0.76,-1.9,-15.25,76.3,57,592.61,0
752989,1552.84,234.25,4.088433773,4.06,0.07086036763,6.69,0.116762527,0.4,0.08,5.19,-0.57,-1.96,-15.2,76.3,57,592.61,0
753012,1564.19,234.25,4.088433773,4.06,0.07086036763,6.69,0.116762527,0.4,0.08,5.19,-0.51,-1.65,-15.18,76.3,57,592.61,0
753077,1609.4,208.5,3.63901149,0.62,0.01082104136,5.81,0.1014036295,0.41,0.19,5.11,-0.49,-1.25,-15.18,72.06,49.19,588.15,0
753149,1654.38,208.5,3.63901149,0.62,0.01082104136,5.81,0.1014036295,0.41,0.19,5.11,0.56,-0.41,-15.2,72.06,49.19,588.15,0
753208,1687.92,177.5,3.097959422,-2.44,-0.04258603375,2.5,0.0436332313,0.44,0.07,5.07,0.68,-1.95,-15.09,51.92,41.99,586.02,0
753231,1687.92,152.5,2.661627109,-3.38,-0.05899212872,-0.94,-0.01640609497,0.4,0.11,5.02,0.38,-3.22,-14.99,57.59,76.54,576.3,0
753253,1699.09,152.5,2.661627109,-3.38,-0.05899212872,-0.94,-0.01640609497,0.4,0.11,5.02,0.27,-3.41,-14.95,57.59,76.54,576.3,0
753275,1710.21,152.5,2.661627109,-3.38,-0.05899212872,-0.94,-0.01640609497,0.4,0.11,5.02,0.32,-3.53,-14.94,57.59,76.54,576.3,0
753311,1732.42,152.5,2.661627109,-3.38,-0.05899212872,-0.94,-0.01640609497,0.4,0.11,5.02,0.24,-3.62,-14.9,57.59,76.54,576.3,0
753333,1743.5,122.12,2.131396083,-2.62,-0.0457276264,-4.94,-0.08621926505,0.36,0.15,4.95,0.28,-3.46,-14.9,58.53,78.58,571.73,0
753355,1754.54,122.12,2.131396083,-2.62,-0.0457276264,-4.94,-0.08621926505,0.36,0.15,4.95,0.3,-3.42,-14.89,58.53,78.58,571.73,0
753377,1765.58,122.12,2.131396083,-2.62,-0.0457276264,-4.94,-0.08621926505,0.36,0.15,4.95,0.38,-3.51,-14.84,58.53,78.58,571.73,0
753410,1787.58,122.12,2.131396083,-2.62,-0.0457276264,-4.94,-0.08621926505,0.36,0.15,4.95,0.42,-3.6,-14.79,58.53,78.58,571.73,0
753432,1809.53,97.62,1.703790416,-0.81,-0.01413716694,-7.56,-0.1319468915,0.36,0.22,4.88,0.64,-3.63,-14.77,51.48,79.72,558.56,0
753454,1820.46,97.62,1.703790416,-0.81,-0.01413716694,-7.56,-0.1319468915,0.36,0.22,4.88,0.69,-3.66,-14.75,51.48,79.72,558.56,0
753476,1831.4,97.62,1.703790416,-0.81,-0.01413716694,-7.56,-0.1319468915,0.36,0.22,4.88,0.57,-3.68,-14.74,51.48,79.72,558.56,0
753511,1842.31,97.62,1.703790416,-0.81,-0.01413716694,-7.56,-0.1319468915,0.36,0.22,4.88,0.71,-3.85,-14.72,51.48,79.72,558.56,0
753954,2088.57,67.88,1.184729496,2.69,0.04694935688,-9.56,-0.1668534765,0.39,0.12,4.88,0.6,-4.05,-14.7,51.38,85.58,555.12,0.18
753997,2109.48,319.62,5.578421355,12.56,0.2192133541,-0.31,-0.005410520681,0.38,0.07,4.77,-1.52,-2.09,-14.02,89.47,62.79,536.31,1
754030,2119.9,295.75,5.161811263,11.56,0.2017600615,2.88,0.05026548246,0.38,0.1,4.72,-1.01,-1.84,-14.04,72.85,54.98,532.82,0
754056,2130.31,295.75,5.161811263,11.56,0.2017600615,2.88,0.05026548246,0.38,0.1,4.72,-1.13,-1.83,-14.02,72.85,54.98,532.82,0
