# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (lb),Motor mass (lb),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (ft/s²),,Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
12.159,5325.948,231.927,-36.095,237.585,36.107,680.831,0.383,680.831,0.032,51.541,0.936,42,-87.997,32.145,0.024,0,0.005,-2.41E-05,34.953,4.48,200.756,1.563,84.332,67.752,3.219,0.217,1.15E+07,0,19.56,0.542,0.542,0.335,0.073,0.126,0.005,0.015,4.48E-04,0,0,0,0,7.01E-04,0.026,5.15,20.831,77.495,0.065,0,37.511,811.48,1093.025,0.05,0.254
12.209,5337.499,230.124,-36.032,235.815,36.044,683.407,0.386,683.407,0.032,51.495,0.929,42,-87.997,32.145,0.026,0,0.005,-3.65E-05,34.953,4.48,200.756,1.563,84.329,67.752,3.219,0.216,1.14E+07,0,19.26,0.542,0.542,0.335,0.073,0.126,0.005,0.015,-3.41E-04,0,0,0,0,7.33E-04,0.026,5.15,20.831,77.412,0.065,0,37.469,811.123,1092.98,0.05,0.255
12.259,5348.96,228.324,-35.971,234.048,35.983,685.98,0.388,685.981,0.032,51.448,0.922,42,-87.997,32.145,0.027,0,0.005,-4.27E-05,34.953,4.48,200.756,1.563,84.326,67.752,3.218,0.214,1.13E+07,0,18.962,0.542,0.542,0.335,0.073,0.126,0.005,0.017,1.11E-04,0,0,0,0,7.66E-04,0.026,5.15,20.831,77.329,0.066,0,37.428,810.77,1092.935,0.05,0.255
12.309,5360.332,226.527,-35.91,232.285,35.921,688.552,0.391,688.552,0.033,51.402,0.916,42,-87.997,32.145,0.028,0,0.005,-4.82E-05,34.953,4.48,200.756,1.563,84.324,67.752,3.218,0.213,1.12E+07,0,18.668,0.542,0.542,0.335,0.073,0.126,0.005,0.016,4.02E-04,0,0,0,0,8.02E-04,0.026,5.15,20.831,77.243,0.066,0,37.388,810.419,1092.89,0.05,0.256
12.359,5371.613,224.733,-35.849,230.526,35.861,691.121,0.394,691.121,0.033,51.357,0.909,42,-87.997,32.145,0.029,0,0.005,-5.10E-05,34.953,4.48,200.756,1.563,84.321,67.752,3.217,0.211,1.11E+07,0,18.377,0.542,0.542,0.335,0.073,0.126,0.006,0.018,4.49E-04,0,0,0,0,8.38E-04,0.025,5.15,20.831,77.157,0.067,0,37.348,810.071,1092.845,0.05,0.257
12.409,5382.805,222.942,-35.79,228.77,35.801,693.687,0.397,693.687,0.033,51.311,0.902,42,-87.997,32.145,0.03,0,0.005,-5.18E-05,34.953,4.48,200.756,1.563,84.318,67.752,3.217,0.209,1.10E+07,0,18.089,0.542,0.542,0.336,0.073,0.126,0.006,0.018,1.76E-04,0,0,0,0,8.78E-04,0.025,5.15,20.831,77.069,0.067,0,37.308,809.726,1092.801,0.05,0.258
12.459,5393.907,221.154,-35.731,227.018,35.742,696.252,0.4,696.252,0.033,51.267,0.895,42,-87.997,32.145,0.031,0,0.005,-4.82E-05,34.953,4.48,200.756,1.563,84.316,67.752,3.216,0.208,1.09E+07,0,17.804,0.542,0.542,0.336,0.073,0.126,0.006,0.019,-4.30E-04,0,0,0,0,9.18E-04,0.025,5.15,20.831,76.98,0.068,0,37.268,809.383,1092.758,0.05,0.258
12.509,5404.92,219.369,-35.672,225.269,35.683,698.814,0.403,698.814,0.033,51.222,0.887,42,-87.997,32.145,0.032,0,0.005,-4.26E-05,34.953,4.48,200.756,1.563,84.313,67.752,3.216,0.206,1.08E+07,0,17.522,0.542,0.542,0.336,0.073,0.126,0.006,0.02,-2.77E-04,0,0,0,0,9.62E-04,0.025,5.15,20.831,76.89,0.068,0,37.229,809.043,1092.714,0.05,0.259
12.559,5415.844,217.586,-35.614,223.524,35.625,701.374,0.406,701.374,0.033,51.178,0.88,42,-87.997,32.145,0.033,-5.05E-09,0.005,-3.09E-05,34.953,4.48,200.756,1.563,84.311,67.752,3.215,0.205,1.08E+07,0,17.242,0.542,0.542,0.336,0.073,0.125,0.007,0.02,-2.69E-04,0,0,0,0,0.001,0.025,5.15,20.831,76.798,0.068,0,37.19,808.706,1092.671,0.05,0.26
12.609,5426.679,215.807,-35.557,221.782,35.568,703.932,0.409,703.932,0.033,51.134,0.873,42,-87.997,32.145,0.034,0,0.005,-1.79E-05,34.953,4.48,200.756,1.563,84.309,67.752,3.215,0.203,1.07E+07,0,16.966,0.542,0.542,0.336,0.073,0.125,0.007,0.02,-4.02E-04,0,0,0,0,0.001,0.025,5.15,20.831,76.704,0.068,0,37.151,808.372,1092.628,0.05,0.261
12.659,5437.425,214.031,-35.501,220.044,35.511,706.487,0.412,706.487,0.033,51.091,0.866,42,-87.997,32.145,0.035,0,0.005,-4.28E-06,34.953,4.48,200.756,1.563,84.306,67.752,3.214,0.201,1.06E+07,0,16.693,0.541,0.541,0.336,0.073,0.125,0.007,0.021,4.99E-04,0,0,0,0,0.001,0.024,5.15,20.831,76.61,0.068,0,37.113,808.041,1092.586,0.05,0.262
12.709,5448.082,212.257,-35.445,218.309,35.455,709.041,0.415,709.041,0.034,51.047,0.859,42,-87.997,32.145,0.036,0,0.005,6.07E-06,34.953,4.48,200.756,1.563,84.304,67.752,3.214,0.2,1.05E+07,0,16.423,0.541,0.541,0.336,0.073,0.125,0.007,0.021,5.83E-05,0,0,0,0,0.001,0.024,5.15,20.831,76.514,0.068,0,37.075,807.712,1092.544,0.05,0.262
12.759,5458.651,210.486,-35.389,216.578,35.4,711.592,0.418,711.592,0.034,51.005,0.852,42,-87.997,32.145,0.037,0,0.005,1.56E-05,34.953,4.48,200.756,1.563,84.302,67.752,3.214,0.198,1.04E+07,0,16.156,0.541,0.541,0.336,0.073,0.125,0.007,0.022,4.99E-04,0,0,0,0,0.001,0.024,5.15,20.831,76.416,0.068,0,37.037,807.386,1092.503,0.05,0.263
12.809,5469.131,208.718,-35.335,214.85,35.345,714.141,0.421,714.141,0.034,50.962,0.844,42,-87.997,32.145,0.038,0,0.006,2.13E-05,34.953,4.48,200.756,1.563,84.299,67.752,3.213,0.197,1.03E+07,0,15.891,0.541,0.541,0.336,0.072,0.125,0.007,0.022,-1.95E-04,0,0,0,0,0.001,0.024,5.15,20.831,76.317,0.068,0,37,807.062,1092.461,0.05,0.264
12.859,5479.522,206.953,-35.281,213.125,35.29,716.688,0.424,716.688,0.034,50.92,0.837,42,-87.997,32.145,0.039,0,0.006,2.88E-05,34.953,4.48,200.756,1.563,84.297,67.752,3.213,0.195,1.02E+07,0,15.63,0.541,0.541,0.336,0.072,0.125,0.008,0.023,2.71E-04,0,0,0,0,0.001,0.024,5.15,20.831,76.216,0.068,0,36.963,806.742,1092.42,0.05,0.264
12.909,5489.826,205.19,-35.227,211.404,35.237,719.233,0.427,719.233,0.034,50.878,0.831,42,-87.997,32.145,0.041,0,0.006,2.92E-05,34.953,4.48,200.756,1.563,84.294,67.752,3.212,0.194,1.02E+07,0,15.371,0.541,0.541,0.336,0.072,0.125,0.008,0.024,6.85E-05,0,0,0,0,0.001,0.023,5.15,20.831,76.115,0.068,0,36.926,806.424,1092.38,0.05,0.265
12.959,5500.041,203.43,-35.174,209.686,35.184,721.776,0.43,721.776,0.034,50.837,0.824,42,-87.997,32.145,0.042,0,0.006,3.10E-05,34.953,4.48,200.756,1.563,84.292,67.752,3.212,0.192,1.01E+07,0,15.115,0.541,0.541,0.336,0.072,0.125,0.008,0.025,-2.88E-04,0,0,0,0,0.001,0.023,5.15,20.831,76.011,0.068,0,36.89,806.109,1092.34,0.05,0.265
13.009,5510.169,201.673,-35.121,207.971,35.131,724.317,0.433,724.317,0.034,50.796,0.817,42,-87.997,32.145,0.043,0,0.006,3.28E-05,34.953,4.48,200.756,1.563,84.289,67.752,3.211,0.19,9.98E+06,0,14.862,0.541,0.541,0.336,0.072,0.125,0.008,0.025,-4.55E-04,0,0,0,0,0.002,0.023,5.15,20.831,75.906,0.068,0,36.854,805.796,1092.3,0.05,0.266
13.059,5520.209,199.918,-35.069,206.26,35.079,726.856,0.437,726.856,0.034,50.755,0.811,42,-87.997,32.145,0.045,0,0.006,3.34E-05,34.953,4.48,200.756,1.563,84.286,67.752,3.21,0.189,9.90E+06,0,14.612,0.541,0.541,0.336,0.072,0.125,0.009,0.026,-3.69E-04,0,0,0,0,0.002,0.023,5.15,20.831,75.799,0.068,0,36.818,805.487,1092.26,0.05,0.267
13.109,5530.161,198.166,-35.018,204.552,35.027,729.393,0.44,729.393,0.035,50.715,0.804,42,-87.997,32.145,0.047,0,0.006,3.37E-05,34.953,4.48,200.756,1.563,84.283,67.752,3.21,0.187,9.81E+06,0,14.364,0.541,0.541,0.336,0.072,0.125,0.009,0.027,-3.19E-04,0,0,0,0,0.002,0.023,5.15,20.831,75.691,0.069,0,36.782,805.18,1092.221,0.05,0.267
13.159,5540.025,196.416,-34.967,202.848,34.976,731.927,0.443,731.927,0.035,50.675,0.798,42,-87.997,32.145,0.048,0,0.006,3.53E-05,34.953,4.48,200.756,1.563,84.28,67.752,3.209,0.186,9.73E+06,0,14.12,0.541,0.541,0.336,0.072,0.124,0.009,0.028,-1.15E-04,0,0,0,0,0.002,0.023,5.15,20.831,75.582,0.069,0,36.747,804.875,1092.182,0.05,0.268
13.209,5549.803,194.669,-34.917,201.146,34.926,734.46,0.446,734.46,0.035,50.635,0.792,42,-87.997,32.144,0.05,0,0.006,3.24E-05,34.953,4.48,200.756,1.563,84.276,67.752,3.209,0.184,9.64E+06,0,13.878,0.541,0.541,0.336,0.072,0.124,0.01,0.03,-2.03E-04,0,0,0,0,0.002,0.022,5.15,20.831,75.47,0.069,0,36.712,804.574,1092.144,0.05,0.268
13.259,5559.492,192.924,-34.867,199.449,34.876,736.991,0.449,736.991,0.035,50.596,0.786,42,-87.997,32.144,0.052,0,0.006,3.14E-05,34.953,4.48,200.756,1.563,84.273,67.752,3.208,0.183,9.56E+06,0,13.638,0.54,0.541,0.336,0.072,0.124,0.01,0.031,-3.76E-04,0,0,0,0,0.002,0.022,5.15,20.831,75.357,0.069,0,36.678,804.275,1092.105,0.05,0.269
13.309,5569.095,191.182,-34.818,197.754,34.827,739.52,0.452,739.52,0.035,50.557,0.78,42,-87.997,32.144,0.055,0,0.006,2.70E-05,34.953,4.48,200.756,1.563,84.269,67.752,3.207,0.181,9.48E+06,0,13.402,0.54,0.54,0.336,0.072,0.124,0.011,0.032,-4.25E-04,0,0,0,0,0.002,0.022,5.15,20.831,75.242,0.07,0,36.643,803.979,1092.068,0.05,0.27
13.359,5578.611,189.443,-34.769,196.063,34.778,742.047,0.455,742.047,0.035,50.518,0.774,42,-87.997,32.144,0.057,0,0.007,2.72E-05,34.953,4.48,200.756,1.563,84.265,67.752,3.206,0.18,9.39E+06,0,13.168,0.54,0.54,0.336,0.072,0.124,0.011,0.033,1.31E-04,0,0,0,0,0.002,0.022,5.15,20.831,75.126,0.07,0,36.609,803.685,1092.03,0.05,0.271
13.409,5588.039,187.705,-34.721,194.374,34.729,744.571,0.458,744.572,0.035,50.479,0.769,42,-87.997,32.144,0.06,0,0.007,2.64E-05,34.953,4.48,200.756,1.563,84.261,67.752,3.206,0.178,9.31E+06,0,12.936,0.54,0.54,0.336,0.072,0.124,0.012,0.035,3.77E-04,0,0,0,0,0.002,0.022,5.15,20.831,75.008,0.07,0,36.576,803.394,1091.993,0.05,0.271
13.459,5597.381,185.97,-34.673,192.69,34.681,747.094,0.461,747.095,0.035,50.441,0.763,42,-87.997,32.144,0.063,0,0.007,2.53E-05,34.953,4.48,200.756,1.563,84.257,67.752,3.205,0.176,9.23E+06,0,12.708,0.54,0.54,0.336,0.072,0.124,0.012,0.037,-2.41E-04,0,0,0,0,0.002,0.021,5.15,20.831,74.887,0.071,0,36.543,803.106,1091.956,0.05,0.272
13.509,5606.636,184.238,-34.626,191.008,34.634,749.616,0.465,749.616,0.036,50.403,0.757,42,-87.997,32.144,0.066,0,0.007,2.36E-05,34.953,4.48,200.756,1.563,84.253,67.752,3.204,0.175,9.14E+06,0,12.482,0.54,0.54,0.336,0.072,0.124,0.013,0.038,-7.93E-05,0,0,0,0,0.002,0.021,5.15,20.831,74.765,0.071,0,36.51,802.82,1091.92,0.05,0.273
13.559,5615.805,182.508,-34.579,189.33,34.587,752.135,0.468,752.135,0.036,50.365,0.752,42,-87.997,32.144,0.069,0,0.007,2.28E-05,34.953,4.48,200.756,1.563,84.248,67.752,3.203,0.173,9.06E+06,0,12.258,0.54,0.54,0.336,0.072,0.124,0.013,0.041,4.65E-04,0,0,0,0,0.003,0.021,5.15,20.831,74.641,0.071,0,36.477,802.537,1091.884,0.05,0.273
13.609,5624.887,180.78,-34.533,187.655,34.541,754.652,0.471,754.652,0.036,50.328,0.747,42,-87.997,32.144,0.072,0,0.007,2.22E-05,34.953,4.48,200.756,1.563,84.244,67.752,3.202,0.172,8.98E+06,0,12.037,0.54,0.54,0.336,0.072,0.124,0.014,0.042,-1.98E-04,0,0,0,0,0.003,0.021,5.15,20.831,74.515,0.072,0,36.444,802.257,1091.848,0.05,0.274
13.659,5633.883,179.055,-34.487,185.983,34.495,757.168,0.474,757.168,0.036,50.291,0.741,42,-87.997,32.144,0.075,0,0.007,2.01E-05,34.953,4.48,200.756,1.563,84.239,67.752,3.201,0.17,8.90E+06,0,11.819,0.54,0.54,0.336,0.072,0.124,0.015,0.044,4.40E-04,0,0,0,0,0.003,0.021,5.15,20.831,74.387,0.072,0,36.412,801.98,1091.812,0.05,0.275
13.709,5642.793,177.331,-34.442,184.314,34.45,759.681,0.477,759.681,0.036,50.254,0.736,42,-87.997,32.144,0.079,0,0.007,1.79E-05,34.953,4.48,200.756,1.563,84.234,67.752,3.2,0.169,8.82E+06,0,11.603,0.54,0.54,0.336,0.072,0.124,0.015,0.046,3.61E-04,0,0,0,0,0.003,0.021,5.15,20.831,74.257,0.072,0,36.381,801.705,1091.777,0.05,0.275
13.759,5651.616,175.61,-34.398,182.649,34.405,762.193,0.481,762.193,0.036,50.217,0.731,42,-87.997,32.144,0.082,0,0.007,1.47E-05,34.953,4.48,200.756,1.563,84.229,67.752,3.199,0.167,8.73E+06,0,11.39,0.54,0.54,0.336,0.072,0.124,0.016,0.048,3.46E-04,0,0,0,0,0.003,0.02,5.15,20.831,74.124,0.073,0,36.349,801.433,1091.742,0.05,0.276
13.809,5660.354,173.892,-34.353,180.987,34.361,764.703,0.484,764.703,0.036,50.181,0.726,42,-87.997,32.144,0.086,0,0.008,1.17E-05,34.953,4.48,200.756,1.563,84.224,67.752,3.198,0.166,8.65E+06,0,11.179,0.54,0.54,0.336,0.072,0.124,0.017,0.05,4.00E-04,0,0,0,0,0.003,0.02,5.15,20.831,73.989,0.073,0,36.318,801.163,1091.708,0.05,0.277
13.859,5669.005,172.175,-34.31,179.328,34.317,767.211,0.487,767.211,0.036,50.144,0.721,42,-87.997,32.144,0.09,0,0.008,7.23E-06,34.953,4.48,200.756,1.563,84.219,67.752,3.197,0.164,8.57E+06,0,10.971,0.54,0.54,0.336,0.072,0.124,0.017,0.052,-3.66E-04,0,0,0,0,0.003,0.02,5.15,20.831,73.852,0.073,0,36.287,800.896,1091.674,0.05,0.277
13.909,5677.571,170.461,-34.267,177.673,34.274,769.717,0.49,769.717,0.036,50.108,0.716,42,-87.997,32.144,0.094,0,0.008,3.47E-06,34.953,4.48,200.756,1.563,84.213,67.752,3.196,0.163,8.49E+06,0,10.765,0.54,0.54,0.336,0.072,0.123,0.018,0.054,2.47E-04,0,0,0,0,0.004,0.02,5.15,20.831,73.713,0.074,0,36.257,800.632,1091.64,0.05,0.278
13.959,5686.051,168.748,-34.224,176.021,34.231,772.222,0.493,772.222,0.037,50.073,0.711,42,-87.997,32.144,0.098,0,0.008,-2.94E-07,34.953,4.48,200.756,1.563,84.207,67.752,3.195,0.161,8.41E+06,0,10.561,0.54,0.54,0.336,0.072,0.123,0.019,0.058,4.79E-04,0,0,0,0,0.004,0.02,5.15,20.831,73.571,0.074,0,36.226,800.37,1091.607,0.05,0.278
14.009,5694.446,167.038,-34.182,174.372,34.189,774.725,0.497,774.725,0.037,50.037,0.706,42,-87.997,32.144,0.103,0,0.008,-5.58E-06,34.953,4.48,200.756,1.563,84.202,67.752,3.194,0.16,8.33E+06,0,10.361,0.539,0.539,0.336,0.072,0.123,0.02,0.06,-3.31E-04,0,0,0,0,0.004,0.02,5.15,20.831,73.427,0.075,0,36.196,800.111,1091.574,0.05,0.279
14.059,5702.755,165.33,-34.14,172.726,34.147,777.226,0.5,777.226,0.037,50.002,0.701,42,-87.997,32.144,0.107,0,0.008,-8.96E-06,34.953,4.48,200.756,1.563,84.196,67.752,3.193,0.158,8.25E+06,0,10.162,0.539,0.539,0.336,0.072,0.123,0.021,0.063,-2.05E-04,0,0,0,0,0.004,0.019,5.15,20.831,73.28,0.075,0,36.167,799.855,1091.541,0.05,0.279
14.109,5710.979,163.624,-34.099,171.084,34.106,779.725,0.503,779.725,0.037,49.967,0.696,42,-87.997,32.144,0.112,0,0.008,-1.37E-05,34.953,4.48,200.756,1.563,84.189,67.752,3.192,0.157,8.17E+06,0,9.966,0.539,0.539,0.336,0.072,0.123,0.022,0.065,1.27E-04,0,0,0,0,0.005,0.019,5.15,20.831,73.13,0.075,0,36.137,799.601,1091.509,0.05,0.28
14.159,5719.118,161.92,-34.058,169.444,34.065,782.222,0.507,782.222,0.037,49.933,0.691,42,-87.997,32.144,0.117,0,0.009,-1.80E-05,34.953,4.48,200.756,1.563,84.183,67.752,3.19,0.155,8.09E+06,0,9.772,0.539,0.539,0.336,0.072,0.123,0.023,0.068,-1.38E-04,0,0,0,0,0.005,0.019,5.15,20.831,72.978,0.076,0,36.108,799.35,1091.477,0.05,0.281
14.209,5727.171,160.218,-34.018,167.809,34.025,784.718,0.51,784.718,0.037,49.898,0.686,42,-87.997,32.144,0.122,0,0.009,-2.23E-05,34.953,4.48,200.756,1.563,84.176,67.752,3.189,0.154,8.01E+06,0,9.581,0.539,0.539,0.336,0.072,0.123,0.024,0.071,-1.12E-04,0,0,0,0,0.005,0.019,5.15,20.831,72.823,0.076,0,36.08,799.102,1091.445,0.05,0.281
14.259,5735.14,158.518,-33.978,166.176,33.985,787.212,0.513,787.212,0.037,49.864,0.682,42,-87.997,32.144,0.127,0,0.009,-2.62E-05,34.953,4.48,200.756,1.563,84.169,67.752,3.188,0.152,7.93E+06,0,9.392,0.539,0.539,0.336,0.072,0.123,0.025,0.074,3.85E-05,0,0,0,0,0.005,0.019,5.15,20.831,72.666,0.077,0,36.051,798.856,1091.413,0.05,0.282
14.309,5743.023,156.821,-33.939,164.547,33.945,789.704,0.516,789.705,0.037,49.83,0.677,42,-87.997,32.144,0.133,0,0.009,-2.81E-05,34.953,4.48,200.756,1.563,84.162,67.752,3.186,0.151,7.85E+06,0,9.206,0.539,0.539,0.336,0.072,0.123,0.026,0.076,4.77E-04,0,0,0,0,0.006,0.018,5.15,20.831,72.505,0.077,0,36.023,798.613,1091.382,0.05,0.282
14.359,5750.822,155.125,-33.9,162.921,33.906,792.195,0.52,792.195,0.038,49.796,0.672,42,-87.997,32.144,0.139,0,0.009,-3.10E-05,34.953,4.48,200.756,1.563,84.155,67.752,3.185,0.149,7.77E+06,0,9.021,0.539,0.539,0.336,0.072,0.123,0.027,0.08,8.25E-05,0,0,0,0,0.006,0.018,5.15,20.831,72.342,0.078,0,35.995,798.372,1091.352,0.05,0.283
14.409,5758.536,153.431,-33.861,161.299,33.868,794.684,0.523,794.684,0.038,49.763,0.668,42,-87.997,32.144,0.145,0,0.009,-3.22E-05,34.953,4.48,200.756,1.563,84.147,67.752,3.183,0.148,7.69E+06,0,8.84,0.539,0.539,0.336,0.072,0.123,0.028,0.084,-2.20E-05,0,0,0,0,0.006,0.018,5.15,20.831,72.176,0.078,0,35.968,798.134,1091.321,0.05,0.284
14.459,5766.165,151.738,-33.823,159.68,33.83,797.171,0.526,797.172,0.038,49.73,0.664,42,-87.997,32.144,0.152,0,0.009,-3.36E-05,34.953,4.48,200.756,1.563,84.139,67.752,3.182,0.146,7.61E+06,0,8.66,0.539,0.539,0.336,0.072,0.123,0.03,0.087,-4.38E-04,0,0,0,0,0.007,0.018,5.15,20.831,72.006,0.079,0,35.941,797.899,1091.291,0.05,0.284
14.509,5773.709,150.048,-33.786,158.064,33.792,799.657,0.53,799.657,0.038,49.696,0.659,42,-87.997,32.144,0.159,0,0.01,-3.28E-05,34.953,4.48,200.756,1.563,84.13,67.752,3.18,0.145,7.53E+06,0,8.483,0.539,0.539,0.336,0.072,0.123,0.031,0.091,-3.12E-04,0,0,0,0,0.007,0.018,5.15,20.831,71.834,0.079,0,35.914,797.666,1091.262,0.05,0.285
14.559,5781.17,148.36,-33.748,156.452,33.755,802.141,0.533,802.141,0.038,49.664,0.655,42,-87.997,32.144,0.166,0,0.01,-3.30E-05,34.953,4.48,200.756,1.563,84.121,67.752,3.178,0.143,7.46E+06,0,8.308,0.539,0.539,0.336,0.072,0.123,0.032,0.096,-1.33E-04,0,0,0,0,0.008,0.018,5.15,20.831,71.658,0.079,0,35.887,797.436,1091.232,0.05,0.285
14.609,5788.545,146.673,-33.712,154.843,33.718,804.623,0.537,804.624,0.038,49.631,0.651,42,-87.997,32.144,0.174,0,0.01,-3.24E-05,34.953,4.48,200.756,1.563,84.112,67.752,3.177,0.142,7.38E+06,0,8.135,0.539,0.539,0.336,0.072,0.123,0.034,0.1,-3.89E-04,0,0,0,0,0.008,0.017,5.15,20.831,71.479,0.08,0,35.861,797.208,1091.203,0.05,0.286
14.659,5795.837,144.989,-33.675,153.237,33.682,807.104,0.54,807.104,0.038,49.598,0.647,42,-87.997,32.144,0.182,0,0.01,-3.08E-05,34.953,4.48,200.756,1.563,84.102,67.752,3.175,0.14,7.30E+06,0,7.965,0.539,0.539,0.336,0.072,0.123,0.035,0.105,3.19E-04,0,0,0,0,0.008,0.017,5.15,20.831,71.297,0.08,0,35.835,796.983,1091.174,0.05,0.287
14.709,5803.044,143.306,-33.64,151.636,33.646,809.583,0.543,809.583,0.038,49.566,0.643,42,-87.997,32.144,0.191,0,0.01,-2.99E-05,34.953,4.48,200.756,1.563,84.092,67.752,3.173,0.139,7.22E+06,0,7.797,0.539,0.539,0.336,0.072,0.123,0.037,0.109,3.05E-04,0,0,0,0,0.009,0.017,5.15,20.831,71.111,0.08,0,35.809,796.761,1091.146,0.05,0.287
14.759,5810.168,141.625,-33.604,150.037,33.61,812.061,0.547,812.061,0.039,49.534,0.639,42,-87.997,32.144,0.2,0,0.011,-2.81E-05,34.953,4.48,200.756,1.563,84.081,67.752,3.171,0.138,7.15E+06,0,7.631,0.539,0.539,0.336,0.072,0.122,0.039,0.114,-1.23E-04,0,0,0,0,0.01,0.017,5.15,20.831,70.922,0.08,0,35.784,796.541,1091.118,0.05,0.288
14.809,5817.207,139.945,-33.569,148.443,33.575,814.537,0.55,814.537,0.039,49.502,0.636,42,-87.997,32.144,0.209,0,0.011,-2.63E-05,34.953,4.48,200.756,1.563,84.069,67.752,3.168,0.136,7.07E+06,0,7.467,0.539,0.539,0.336,0.072,0.122,0.041,0.12,-4.27E-04,0,0,0,0,0.01,0.017,5.15,20.831,70.729,0.081,0,35.759,796.324,1091.09,0.05,0.289
14.859,5824.162,138.268,-33.534,146.851,33.54,817.011,0.554,817.011,0.039,49.471,0.632,42,-87.997,32.144,0.22,0,0.011,-2.38E-05,34.953,4.48,200.756,1.563,84.057,67.752,3.166,0.135,6.99E+06,0,7.306,0.538,0.539,0.336,0.072,0.122,0.043,0.125,-5.76E-05,0,0,0,0,0.011,0.017,5.15,20.831,70.533,0.081,0,35.734,796.11,1091.063,0.05,0.289
14.909,5831.034,136.592,-33.5,145.264,33.506,819.484,0.557,819.484,0.039,49.439,0.629,42,-87.997,32.144,0.23,0,0.011,-2.16E-05,34.953,4.48,200.756,1.563,84.045,67.752,3.164,0.133,6.91E+06,0,7.146,0.538,0.538,0.336,0.072,0.122,0.045,0.131,-4.95E-04,0,0,0,0,0.011,0.016,5.15,20.831,70.333,0.081,0,35.709,795.898,1091.036,0.05,0.29
14.959,5837.821,134.918,-33.466,143.68,33.472,821.955,0.561,821.955,0.039,49.408,0.626,42,-87.997,32.144,0.242,0,0.011,-1.92E-05,34.953,4.48,200.756,1.563,84.031,67.752,3.161,0.132,6.84E+06,0,6.989,0.538,0.538,0.336,0.072,0.122,0.047,0.137,-2.41E-04,0,0,0,0,0.012,0.016,5.15,20.831,70.129,0.081,0,35.685,795.688,1091.009,0.05,0.29
15.009,5844.526,133.245,-33.432,142.1,33.438,824.424,0.564,824.425,0.039,49.376,0.622,42,-87.997,32.144,0.254,0,0.012,-1.56E-05,34.953,4.48,200.756,1.563,84.017,67.752,3.158,0.13,6.76E+06,0,6.835,0.538,0.538,0.336,0.072,0.122,0.05,0.144,3.69E-04,0,0,0,0,0.013,0.016,5.15,20.831,69.921,0.081,0,35.661,795.481,1090.983,0.05,0.291
15.059,5851.146,131.575,-33.399,140.523,33.405,826.892,0.567,826.893,0.039,49.345,0.619,42,-87.997,32.144,0.267,0,0.012,-1.23E-05,34.953,4.48,200.756,1.563,84.002,67.752,3.155,0.129,6.68E+06,0,6.682,0.538,0.538,0.336,0.072,0.122,0.052,0.151,-8.38E-05,0,0,0,0,0.014,0.016,5.15,20.831,69.709,0.081,0,35.638,795.277,1090.957,0.05,0.292
15.109,5857.683,129.905,-33.367,138.951,33.372,829.359,0.571,829.359,0.039,49.315,0.617,42,-87.997,32.144,0.281,0,0.012,-9.49E-06,34.953,4.48,200.756,1.563,83.987,67.752,3.152,0.127,6.61E+06,0,6.531,0.538,0.538,0.336,0.072,0.122,0.055,0.159,-1.60E-04,0,0,0,0,0.014,0.016,5.15,20.831,69.493,0.082,0,35.614,795.075,1090.931,0.05,0.292
15.159,5864.137,128.238,-33.334,137.382,33.34,831.824,0.574,831.824,0.04,49.284,0.614,42,-87.997,32.144,0.295,0,0.012,-6.33E-06,34.953,4.48,200.756,1.563,83.97,67.752,3.149,0.126,6.53E+06,0,6.383,0.538,0.538,0.336,0.072,0.122,0.058,0.167,4.41E-04,0,0,0,0,0.015,0.016,5.15,20.831,69.272,0.082,0,35.591,794.88,1090.905,0.05,0.293
15.209,5870.507,126.572,-33.302,135.817,33.308,834.287,0.578,834.288,0.04,49.253,0.611,42,-87.997,32.143,0.31,0,0.013,-3.63E-06,34.953,4.48,200.756,1.563,83.953,67.752,3.146,0.125,6.46E+06,0,6.237,0.538,0.538,0.336,0.072,0.122,0.061,0.175,8.94E-05,0,0,0,0,0.016,0.015,5.15,20.831,69.048,0.082,0,35.569,794.693,1090.88,0.05,0.294
