v,a,p,T,Y
0.063,85.123,56.504,988.226,0.503
0.062,85.12,56.504,988.226,0.503
0.06,85.116,56.504,988.226,0.503
0.058,85.113,56.504,988.226,0.503
0.056,85.11,56.504,988.226,0.503
0.055,85.106,56.504,988.226,0.503
0.053,85.103,56.504,988.226,0.503
0.051,85.1,56.504,988.226,0.503
0.05,85.096,56.504,988.226,0.503
0.048,85.093,56.504,988.226,0.503
0.01,85.02,56.504,988.226,0.503
0.063,84.878,56.504,988.226,0.502
0.198,84.614,56.504,988.226,0.502
0.407,84.208,56.504,988.226,0.502
0.689,83.661,56.504,988.226,0.502
1.045,82.974,56.504,988.226,0.502
1.473,82.149,56.504,988.226,0.502
1.975,81.186,56.504,988.226,0.502
2.549,80.089,56.504,988.226,0.502
3.197,78.861,56.504,988.226,0.501
3.886,77.567,56.504,988.225,0.501
4.583,76.27,56.504,988.225,0.501
5.29,74.97,56.504,988.225,0.5
6.004,73.671,56.503,988.224,0.5
,,,,
6.728,72.374,56.503,988.224,0.499
7.46,71.079,56.503,988.223,0.499
8.201,69.789,56.503,988.223,0.498
8.949,68.509,56.503,988.222,0.498
9.693,67.257,56.503,988.222,0.497
10.432,66.036,56.503,988.221,0.497
11.165,64.846,56.503,988.22,0.496
11.893,63.688,56.503,988.219,0.495
12.616,62.561,56.503,988.218,0.495
13.333,61.464,56.503,988.218,0.494
14.045,60.398,56.503,988.217,0.493
14.751,59.362,56.503,988.216,0.493
15.453,58.355,56.502,988.214,0.492
16.153,57.37,56.502,988.213,0.491
16.853,56.407,56.502,988.212,0.491
17.553,55.465,56.502,988.211,0.49
18.253,54.545,56.502,988.21,0.489
18.952,53.645,56.502,988.208,0.488
19.651,52.767,56.502,988.207,0.488
20.349,51.909,56.502,988.206,0.487
21.047,51.07,56.501,988.204,0.486
21.745,50.252,56.501,988.203,0.485
22.442,49.453,56.501,988.201,0.485
23.14,48.673,56.501,988.199,0.484
23.836,47.912,56.501,988.198,0.483
24.533,47.169,56.501,988.196,0.482
25.229,46.443,56.5,988.194,0.482
25.924,45.735,56.5,988.192,0.481
26.62,45.044,56.5,988.19,0.481
27.315,44.37,56.5,988.189,0.481
28.009,43.712,56.5,988.187,0.481
28.704,43.069,56.5,988.185,0.481
29.398,42.442,56.499,988.182,0.481
30.091,41.83,56.499,988.18,0.481
30.785,41.233,56.499,988.178,0.481
31.478,40.649,56.499,988.176,0.481
32.17,40.08,56.498,988.174,0.481
32.862,39.524,56.498,988.171,0.481
33.554,38.981,56.498,988.169,0.481
34.246,38.45,56.498,988.167,0.481
34.937,37.932,56.497,988.164,0.481
35.628,37.426,56.497,988.162,0.481
36.318,36.932,56.497,988.159,0.481
37.008,36.449,56.497,988.156,0.481
37.698,35.977,56.496,988.154,0.481
38.387,35.515,56.496,988.151,0.481
39.077,35.064,56.496,988.148,0.481
39.765,34.624,56.496,988.146,0.481
40.454,34.193,56.495,988.143,0.481
41.142,33.771,56.495,988.14,0.481
41.829,33.359,56.495,988.137,0.481
42.517,32.956,56.494,988.134,0.481
43.204,32.562,56.494,988.131,0.481
43.89,32.176,56.494,988.128,0.481
44.577,31.798,56.494,988.125,0.481
45.263,31.428,56.493,988.121,0.481
45.95,31.066,56.493,988.118,0.481
46.637,30.711,56.493,988.115,0.481
47.325,30.363,56.492,988.111,0.481
48.012,30.022,56.492,988.108,0.481
48.7,29.688,56.492,988.105,0.481
49.388,29.36,56.491,988.101,0.481
50.076,29.039,56.491,988.098,0.481
50.764,28.724,56.49,988.094,0.481
51.453,28.415,56.49,988.09,0.481
52.142,28.113,56.49,988.087,0.481
52.831,27.816,56.489,988.083,0.481
53.52,27.524,56.489,988.079,0.481
54.209,27.238,56.489,988.075,0.481
54.899,26.958,56.488,988.071,0.481
55.588,26.683,56.488,988.067,0.481
56.278,26.412,56.487,988.063,0.481
56.969,26.147,56.487,988.059,0.481
57.659,25.887,56.487,988.055,0.481
58.35,25.631,56.486,988.051,0.481
59.04,25.38,56.486,988.047,0.482
59.731,25.133,56.485,988.043,0.482
60.422,24.891,56.485,988.039,0.482
61.114,24.653,56.485,988.034,0.482
61.805,24.419,56.484,988.03,0.482
62.497,24.189,56.484,988.025,0.482
63.189,23.964,56.483,988.021,0.482
63.881,23.742,56.483,988.016,0.482
64.574,23.523,56.482,988.012,0.482
65.266,23.309,56.482,988.007,0.482
65.959,23.098,56.481,988.003,0.482
66.652,22.891,56.481,987.998,0.482
67.345,22.687,56.48,987.993,0.482
68.038,22.486,56.48,987.988,0.482
68.732,22.289,56.479,987.983,0.482
69.426,22.095,56.479,987.978,0.482
70.12,21.904,56.478,987.973,0.482
70.814,21.716,56.478,987.968,0.482
71.508,21.531,56.477,987.963,0.482
72.203,21.349,56.477,987.958,0.482
72.897,21.17,56.476,987.953,0.482
73.592,20.994,56.476,987.948,0.482
74.288,20.82,56.475,987.943,0.482
74.983,20.65,56.475,987.937,0.482
75.678,20.481,56.474,987.932,0.482
76.374,20.316,56.474,987.926,0.482
77.07,20.152,56.473,987.921,0.482
77.766,19.992,56.473,987.916,0.482
78.463,19.833,56.472,987.91,0.482
79.159,19.677,56.472,987.904,0.482
79.856,19.523,56.471,987.899,0.482
80.553,19.372,56.47,987.893,0.482
81.25,19.223,56.47,987.887,0.482
81.947,19.076,56.469,987.881,0.482
82.645,18.931,56.469,987.876,0.482
83.343,18.788,56.468,987.87,0.482
84.041,18.647,56.467,987.864,0.482
84.739,18.508,56.467,987.858,0.482
85.437,18.371,56.466,987.852,0.482
86.135,18.236,56.466,987.845,0.482
86.834,18.102,56.465,987.839,0.482
87.533,17.971,56.464,987.833,0.482
88.232,17.842,56.464,987.827,0.482
88.932,17.714,56.463,987.821,0.482
89.631,17.588,56.463,987.814,0.482
90.331,17.463,56.462,987.808,0.482
91.031,17.34,56.461,987.801,0.482
,,,,
91.731,17.219,56.461,987.795,0.482
92.781,17.033,56.46,987.785,0.482
94.358,16.76,56.458,987.77,0.482
96.725,16.363,56.456,987.747,0.482
100.235,15.803,56.452,987.712,0.482
103.75,15.273,56.449,987.676,0.482
107.271,14.77,56.445,987.638,0.482
110.796,14.292,56.441,987.599,0.482
114.326,13.837,56.437,987.559,0.483
117.861,13.401,56.433,987.518,0.483
121.401,12.984,56.429,987.475,0.483
124.946,12.584,56.424,987.431,0.483
128.496,12.198,56.42,987.386,0.483
132.049,11.827,56.415,987.34,0.483
135.603,11.468,56.41,987.292,0.483
139.159,11.121,56.406,987.243,0.483
142.717,10.783,56.401,987.193,0.483
146.276,10.455,56.395,987.141,0.484
149.837,10.136,56.39,987.089,0.484
153.4,9.824,56.385,987.035,0.484
156.964,9.518,56.379,986.979,0.484
160.529,9.219,56.374,986.923,0.484
164.097,8.924,56.368,986.865,0.484
167.666,8.634,56.362,986.806,0.484
171.236,8.348,56.356,986.745,0.484
174.808,8.066,56.35,986.684,0.485
178.381,7.787,56.344,986.621,0.485
181.956,7.51,56.337,986.557,0.485
185.532,7.236,56.331,986.491,0.485
189.11,6.963,56.324,986.425,0.485
192.689,6.692,56.317,986.357,0.485
196.27,6.421,56.31,986.287,0.485
199.851,6.152,56.303,986.217,0.486
203.434,5.884,56.296,986.145,0.486
207.019,5.616,56.289,986.072,0.486
210.604,5.348,56.281,985.997,0.486
214.19,5.081,56.274,985.922,0.486
217.778,4.814,56.266,985.845,0.486
221.367,4.546,56.258,985.767,0.487
224.956,4.279,56.25,985.687,0.487
228.546,4.012,56.242,985.606,0.487
232.138,3.745,56.234,985.524,0.487
235.729,3.478,56.226,985.441,0.487
239.318,3.212,56.217,985.357,0.487
242.905,2.945,56.209,985.271,0.488
246.489,2.68,56.2,985.184,0.488
250.072,2.415,56.191,985.095,0.488
253.651,2.151,56.182,985.006,0.488
257.229,1.888,56.173,984.915,0.488
260.803,1.627,56.164,984.823,0.489
264.375,1.368,56.155,984.729,0.489
267.944,1.11,56.145,984.634,0.489
271.509,0.856,56.136,984.539,0.489
275.072,0.604,56.126,984.441,0.489
278.632,0.357,56.116,984.343,0.49
282.188,0.112,56.106,984.243,0.49
285.741,0.127,56.096,984.142,0.49
289.29,0.362,56.086,984.04,0.49
292.836,0.591,56.076,983.937,0.491
296.378,0.814,56.065,983.832,0.491
299.916,1.03,56.055,983.726,0.491
303.45,1.239,56.044,983.619,0.491
306.981,1.44,56.033,983.511,0.492
310.507,1.633,56.022,983.401,0.492
314.03,1.816,56.011,983.29,0.492
317.548,1.99,56,983.178,0.492
321.063,2.154,55.989,983.065,0.493
324.573,2.307,55.977,982.95,0.493
328.08,2.45,55.966,982.835,0.493
331.583,2.581,55.954,982.718,0.493
335.082,2.7,55.942,982.6,0.494
338.577,2.807,55.93,982.48,0.494
342.066,2.901,55.918,982.36,0.494
345.549,2.982,55.906,982.238,0.494
349.025,3.05,55.894,982.115,0.495
352.496,3.105,55.882,981.991,0.495
355.962,3.146,55.869,981.866,0.495
359.422,3.173,55.857,981.739,0.496
362.876,3.186,55.844,981.611,0.496
366.326,3.185,55.831,981.482,0.496
369.771,3.17,55.818,981.352,0.496
373.212,3.141,55.805,981.221,0.497
376.648,3.097,55.792,981.089,0.497
380.081,3.04,55.778,980.955,0.497
383.509,2.969,55.765,980.82,0.498
386.934,2.885,55.751,980.684,0.498
390.356,2.787,55.738,980.547,0.498
393.775,2.677,55.724,980.409,0.498
397.19,2.554,55.71,980.269,0.499
400.603,2.42,55.696,980.129,0.499
404.013,2.275,55.682,979.987,0.499
407.42,2.119,55.667,979.844,0.5
410.825,1.953,55.653,979.7,0.5
414.227,1.779,55.639,979.555,0.5
417.627,1.597,55.624,979.408,0.501
421.024,1.408,55.609,979.26,0.501
424.419,1.213,55.594,979.112,0.501
427.81,1.014,55.579,978.962,0.502
431.199,0.812,55.564,978.811,0.502
434.585,0.607,55.549,978.658,0.502
437.967,0.402,55.534,978.505,0.503
441.347,0.197,55.518,978.35,0.503
444.722,0.005,55.503,978.194,0.503
448.094,0.204,55.487,978.037,0.504
451.461,0.398,55.471,977.879,0.504
454.824,0.586,55.456,977.72,0.504
458.183,0.766,55.44,977.56,0.505
461.537,0.936,55.423,977.398,0.505
464.886,1.096,55.407,977.235,0.505
468.23,1.244,55.391,977.071,0.506
471.569,1.379,55.374,976.906,0.506
474.902,1.501,55.358,976.74,0.507
478.23,1.607,55.341,976.572,0.507
481.552,1.698,55.324,976.404,0.507
484.867,1.773,55.307,976.234,0.508
488.176,1.831,55.29,976.063,0.508
491.476,1.871,55.273,975.891,0.508
494.77,1.894,55.256,975.717,0.509
498.056,1.899,55.238,975.543,0.509
501.334,1.887,55.221,975.367,0.509
504.605,1.856,55.203,975.191,0.51
507.868,1.809,55.186,975.013,0.51
511.123,1.744,55.168,974.834,0.511
514.371,1.663,55.15,974.654,0.511
517.612,1.567,55.132,974.472,0.511
520.845,1.456,55.113,974.29,0.512
524.07,1.333,55.095,974.106,0.512
527.287,1.196,55.077,973.922,0.513
530.496,1.05,55.058,973.736,0.513
533.697,0.894,55.039,973.549,0.513
536.89,0.731,55.021,973.361,0.514
540.075,0.563,55.002,973.172,0.514
543.251,0.39,54.983,972.981,0.515
546.418,0.216,54.964,972.79,0.515
549.577,0.043,54.945,972.597,0.515
552.726,0.129,54.925,972.404,0.516
555.866,0.295,54.906,972.209,0.516
558.997,0.456,54.886,972.013,0.517
562.118,0.608,54.867,971.817,0.517
565.23,0.749,54.847,971.619,0.517
568.332,0.879,54.827,971.42,0.518
571.425,0.995,54.807,971.22,0.518
574.508,1.096,54.787,971.019,0.519
577.583,1.18,54.767,970.817,0.519
580.652,1.248,54.747,970.613,0.52
583.713,1.298,54.726,970.409,0.52
586.768,1.329,54.706,970.204,0.52
589.816,1.341,54.685,969.998,0.521
592.858,1.335,54.665,969.79,0.521
595.894,1.31,54.644,969.582,0.522
598.925,1.266,54.623,969.372,0.522
601.951,1.205,54.602,969.162,0.523
604.971,1.127,54.581,968.95,0.523
607.987,1.034,54.56,968.738,0.524
610.998,0.926,54.538,968.524,0.524
614.005,0.807,54.517,968.31,0.524
617.007,0.677,54.495,968.094,0.525
620.005,0.538,54.474,967.878,0.525
622.998,0.393,54.452,967.66,0.526
625.986,0.244,54.43,967.441,0.526
628.97,0.094,54.408,967.222,0.527
631.949,0.055,54.386,967.001,0.527
634.922,0.201,54.364,966.779,0.528
637.891,0.34,54.342,966.556,0.528
640.853,0.472,54.32,966.333,0.529
643.81,0.593,54.297,966.108,0.529
646.761,0.701,54.275,965.882,0.53
649.707,0.796,54.252,965.655,0.53
652.649,0.874,54.229,965.427,0.531
655.585,0.935,54.206,965.198,0.531
658.516,0.978,54.183,964.968,0.531
661.443,1.003,54.16,964.737,0.532
664.364,1.008,54.137,964.505,0.532
667.281,0.994,54.114,964.272,0.533
670.192,0.962,54.091,964.038,0.533
673.098,0.912,54.067,963.803,0.534
675.999,0.845,54.044,963.567,0.534
678.894,0.763,54.02,963.33,0.535
681.784,0.666,53.996,963.092,0.535
684.644,0.559,53.972,962.853,0.536
687.428,0.441,53.949,962.613,0.536
690.133,0.317,53.924,962.372,0.537
692.76,0.188,53.9,962.13,0.537
695.261,0.058,53.876,961.887,0.538
697.376,0.072,53.852,961.643,0.538
699.008,0.198,53.827,961.399,0.538
700.165,0.318,53.803,961.154,0.539
701.029,0.429,53.779,960.909,0.539
701.629,0.53,53.754,960.664,0.539
701.985,0.617,53.73,960.418,0.539
702.209,0.691,53.705,960.173,0.539
702.32,0.748,53.681,959.927,0.539
702.316,0.788,53.656,959.682,0.539
702.199,0.811,53.632,959.436,0.539
701.972,0.817,53.607,959.191,0.539
701.656,0.805,53.583,958.945,0.539
701.256,0.775,53.558,958.7,0.539
700.778,0.73,53.534,958.455,0.539
700.253,0.669,53.509,958.21,0.539
699.689,0.595,53.485,957.965,0.539
699.086,0.509,53.46,957.721,0.539
698.445,0.413,53.436,957.476,0.538
697.765,0.309,53.412,957.232,0.538
697.07,0.2,53.387,956.989,0.538
,,,,
697,0.189,53.385,956.964,0.538
696.895,0.172,53.381,956.928,0.538
696.738,0.147,53.376,956.873,0.538
696.503,0.109,53.368,956.791,0.538
696.15,0.052,53.355,956.667,0.538
695.621,0.033,53.337,956.483,0.538
694.926,0.144,53.313,956.24,0.538
694.232,0.249,53.289,955.997,0.538
693.54,0.349,53.264,955.754,0.538
692.849,0.44,53.24,955.512,0.537
692.159,0.52,53.216,955.27,0.537
691.47,0.589,53.192,955.028,0.537
690.783,0.644,53.168,954.787,0.537
690.096,0.685,53.144,954.548,0.537
689.41,0.712,53.12,954.319,0.537
688.725,0.723,53.096,954.089,0.537
688.041,0.72,53.072,953.86,0.537
687.357,0.702,53.048,953.631,0.537
686.675,0.669,53.024,953.402,0.536
685.993,0.623,53,953.174,0.536
685.313,0.565,52.976,952.945,0.536
684.633,0.496,52.952,952.717,0.536
683.953,0.418,52.928,952.489,0.536
683.275,0.332,52.904,952.262,0.536
682.596,0.241,52.88,952.034,0.536
681.919,0.146,52.857,951.807,0.536
681.242,0.049,52.833,951.58,0.535
680.565,0.048,52.809,951.354,0.535
679.888,0.143,52.785,951.127,0.535
679.212,0.234,52.762,950.901,0.535
678.536,0.319,52.738,950.675,0.535
677.86,0.397,52.714,950.449,0.535
677.185,0.465,52.691,950.223,0.535
676.509,0.524,52.667,949.998,0.535
675.834,0.571,52.644,949.773,0.535
675.16,0.607,52.62,949.548,0.534
674.486,0.63,52.597,949.323,0.534
673.813,0.64,52.573,949.099,0.534
673.141,0.638,52.55,948.875,0.534
672.469,0.623,52.526,948.651,0.534
671.799,0.597,52.503,948.427,0.534
671.13,0.559,52.479,948.204,0.534
670.462,0.51,52.456,947.98,0.534
669.795,0.452,52.433,947.757,0.534
669.13,0.386,52.409,947.535,0.533
668.466,0.313,52.386,947.312,0.533
667.803,0.235,52.363,947.09,0.533
667.142,0.153,52.339,946.868,0.533
666.483,0.069,52.316,946.646,0.533
665.824,0.015,52.293,946.424,0.533
665.167,0.098,52.27,946.203,0.533
664.511,0.178,52.247,945.981,0.533
663.856,0.254,52.223,945.76,0.533
663.202,0.324,52.2,945.54,0.533
662.55,0.387,52.177,945.319,0.532
661.898,0.442,52.154,945.099,0.532
661.247,0.489,52.131,944.879,0.532
660.597,0.525,52.108,944.659,0.532
659.948,0.551,52.085,944.439,0.532
659.299,0.567,52.062,944.219,0.532
658.652,0.572,52.039,944,0.532
658.005,0.566,52.016,943.781,0.532
657.359,0.55,51.993,943.562,0.532
656.714,0.523,51.97,943.344,0.531
656.069,0.488,51.947,943.125,0.531
655.425,0.444,51.925,942.907,0.531
654.782,0.392,51.902,942.689,0.531
654.139,0.333,51.879,942.471,0.531
653.497,0.269,51.856,942.254,0.531
652.856,0.201,51.833,942.036,0.531
652.215,0.129,51.811,941.819,0.531
651.574,0.057,51.788,941.602,0.531
650.934,0.016,51.765,941.386,0.531
650.294,0.088,51.743,941.169,0.53
649.654,0.158,51.72,940.953,0.53
649.015,0.223,51.697,940.737,0.53
648.376,0.284,51.675,940.521,0.53
647.738,0.339,51.652,940.306,0.53
647.1,0.388,51.63,940.09,0.53
646.462,0.429,51.607,939.875,0.53
645.825,0.462,51.585,939.66,0.53
645.188,0.486,51.562,939.445,0.53
644.552,0.501,51.54,939.231,0.53
643.917,0.507,51.517,939.017,0.529
643.282,0.504,51.495,938.803,0.529
642.648,0.493,51.472,938.589,0.529
642.015,0.472,51.45,938.375,0.529
641.383,0.444,51.428,938.162,0.529
640.752,0.408,51.405,937.948,0.529
640.122,0.366,51.383,937.736,0.529
639.493,0.317,51.361,937.523,0.529
